InvoiceNo,OrderValue,OrderSize
551595,204.00000000000003,600
551599,312.49,87
551603,467.70000000000005,237
551616,157.75,90
551617,489.59999999999997,192
551618,626.1,158
551623,214.15,99
551647,62.28,36
551649,202.48000000000002,122
551650,1110.72,616
551651,8.5,10
551652,338.24,194
551653,344.70000000000005,84
551654,195.1,18
551655,115.95,79
551656,619.2,297
551657,545.01,235
551658,481.64,307
551660,106.66,54
551661,63.910000000000004,11
551662,311.13,123
551665,374.0,230
551686,478.51,338
551687,309.35,468
551688,299.81,179
551693,303.61,255
551696,797.26,402
551697,8142.75,1
551698,1132.95,645
551702,494.84999999999997,135
551713,275.93,195
551714,173.07999999999998,80
551715,337.38,203
551716,5.95,1
551717,257.86,129
551718,1445.61,327
551719,1248.33,289
551720,76.65,27
551721,288.75,95
551724,209.99,125
551725,565.0,260
551726,593.52,288
551727,688.35,345
551728,133.6,110
551729,20.8,10
551730,306.36,66
551731,424.42,311
551733,313.62,146
551734,465.99,409
551736,534.24,504
551739,141.94,69
551747,2805.2799999999997,4760
551774,109.38,50
551775,775.0,416
551776,250.04,226
551791,476.29,96
551809,3566.1400000000003,1498
551810,231.27,123
551811,756.73,249
551812,319.74,182
551813,224.78000000000003,70
551814,95.8,34
551815,77.1,34
551816,271.83,117
551817,172.77,87
551818,238.74,146
551819,364.18,374
551820,429.6,240
551821,270.02,101
551822,159.20000000000002,100
551823,261.95,46
551824,483.7,360
551825,22.9,4
551826,8.4,20
551832,9.36,24
551833,500.09,324
551834,75.66,66
551835,411.54,128
551836,203.86999999999998,241
551839,453.02,176
551840,1030.7,302
551842,223.22,186
551843,252.1,164
551844,114.04,40
551845,17.14,10
551846,419.0,176
551847,4.95,1
551848,5.1,2
551849,1032.46,372
551850,302.47,112
551851,997.5,200
551852,278.4,72
551853,2.1,1
551854,302.88,80
551855,814.71,443
551856,312.71999999999997,264
551857,326.9,136
551858,128.01,98
551859,230.03,301
551860,110.64,32
551862,227.65,43
551868,1380.11,747
551869,418.2,537
551870,194.3,132
551872,206.6,124
551874,385.14,222
551875,484.12000000000006,196
551876,313.4,136
551877,179.0,100
551878,119.7,30
551879,311.29999999999995,78
551880,303.82,56
551881,346.08,556
551882,108.95,37
551883,306.72,272
551884,296.88,528
551885,378.24,447
551886,129.18,49
551887,236.0,100
551888,51.0,4
551889,306.72,248
551890,134.7,58
551891,186.86,256
551893,464.3,222
551894,64.95000000000002,39
551895,89.4,28
551896,170.96,122
551897,81.10000000000001,18
551902,99.6,168
551907,116.95,149
551944,110.38,51
551945,15.0,1
551946,307.0,44
551950,366.86,193
551951,633.0,1200
551952,494.7,194
551953,593.72,388
551954,425.4,177
551955,321.48,420
551956,277.97,110
551957,303.54,66
551958,263.24,200
551959,112.63000000000001,55
551960,466.71,197
551961,386.5,192
551962,123.75,15
551963,305.9,258
551966,369.95,225
551967,208.36,140
551976,809.4,232
551977,225.60000000000002,124
551978,292.11,57
551979,185.39999999999998,28
551980,109.25,35
551981,897.5999999999999,352
551982,1051.99,631
551983,562.29,335
551984,281.66,234
551985,149.97,72
551986,239.52,78
551987,250.47,152
551988,154.8,116
551989,265.2,120
551990,68.0,8
551991,89.39999999999999,74
551992,442.96,116
551993,99.21,107
551994,437.52000000000004,276
551995,1388.59,452
551996,352.26,192
551997,1353.1299999999999,446
551998,258.6,235
552000,1121.57,326
552004,147.44,120
552005,622.47,376
552006,4.16,2
552007,310.78,188
552008,311.2,20
552009,30.25,9
552010,292.42,196
552011,138.85,31
552013,2388.31,1771
552017,26.42,11
552018,217.8,72
552023,400.3,312
552025,378.95,233
552026,108.0,432
552028,64.06,37
552032,67.95,13
552033,214.56,236
552034,143.45999999999998,138
552035,17.5,2
552036,211.15,81
552037,240.6,156
552038,3869.18,1694
552039,4655.85,3253
552040,522.6,88
552041,105.9,55
552042,1208.31,545
552044,449.42,314
552045,365.83,241
552046,370.77,187
552048,519.0,100
552051,415.02,349
552053,186.9,96
552054,353.06,276
552055,327.96,240
552056,356.40000000000003,72
552057,251.75,208
552058,647.75,372
552059,140.57999999999998,282
552060,76.32000000000001,72
552061,1264.0800000000002,696
552062,95.56,122
552063,4.2,4
552064,118.3,36
552065,190.54,88
552078,300.4,160
552080,404.40000000000003,72
552108,289.82,152
552121,261.36,167
552127,59.9,41
552134,550.12,272
552135,19.919999999999998,24
552139,162.24,86
552149,700.6,404
552166,371.96,308
552167,93.75,21
552168,226.9,142
552169,115.15,55
552170,216.3,122
552171,1128.6,228
552172,640.0,2000
552174,15.600000000000001,24
552175,0.0,100
552176,127.38,94
552177,0.0,100
552178,0.0,100
552179,116.49000000000001,44
552180,430.46000000000004,332
552181,1484.4,820
552182,195.14999999999998,27
552183,173.12,115
552184,162.96,76
552185,464.01,292
552186,483.02000000000004,326
552187,0.0,100
552188,381.08,182
552189,10.08,24
552191,58.9,20
552192,315.66,78
552193,243.51999999999998,240
552194,6.2,4
552195,204.29999999999998,34
552196,138.19,45
552197,211.44,264
552198,90.12,60
552202,165.85,42
552211,246.07999999999998,224
552217,304.21,119
552229,1514.98,609
552230,0.0,6
552231,628.85,312
552232,2293.79,697
552233,112.05000000000001,25
552234,1520.48,346
552235,313.3,197
552236,529.7,162
552238,185.31,129
552239,367.52,172
552240,199.85000000000002,43
552242,62.67999999999999,15
552243,84.49,19
552244,29.89,17
552245,108.87,14
552246,19.720000000000002,9
552247,21.39,14
552248,7.15,3
552249,35.97,18
552250,3.3,2
552251,22.14,14
552252,251.75,208
552253,187.98000000000002,74
552254,158.26,76
552255,187.16,240
552256,327.85,95
552257,386.72,204
552259,253.47,92
552260,480.46000000000004,156
552261,280.6,168
552262,862.53,446
552263,265.75,51
552264,243.72,204
552265,564.33,187
552266,282.85,117
552267,117.33,21
552268,426.84,290
552269,287.89,142
552270,105.55,49
552271,150.35,58
552272,1128.94,746
552273,348.3,198
552274,236.10000000000002,100
552275,59.8,4
552276,282.48,292
552277,354.8,173
552278,199.11,98
552279,312.4,670
552280,141.85999999999999,83
552281,938.85,407
552282,364.23,151
552283,109.80000000000001,36
552284,321.9,178
552285,350.9,225
552286,205.37,105
552287,107.0,65
552288,302.44,160
552289,5.55,5
552290,369.75,420
552291,406.1,183
552292,38.2,22
552293,173.12,110
552294,193.35000000000002,121
552295,251.01999999999998,131
552296,356.92,283
552297,134.65,19
552298,236.46,64
552299,114.05,17
552302,97.09,59
552303,247.77,150
552304,183.29999999999998,138
552305,119.75,65
552306,283.99,157
552307,95.85,20
552308,302.4,100
552309,328.45,157
552310,155.68,138
552311,318.15999999999997,163
552312,214.5,130
552313,760.52,248
552314,90.6,64
552315,1092.43,779
552316,334.71000000000004,229
552318,377.36,161
552319,59.050000000000004,31
552320,247.79999999999998,124
552321,368.26,194
552322,289.0,108
552323,239.4,106
552324,681.5,386
552325,331.5,164
552326,309.19,109
552327,137.95000000000002,93
552328,362.9,190
552329,315.3,114
552330,357.3,120
552332,335.11,209
552333,553.35,221
552336,399.15,147
552337,667.11,380
552338,155.4,65
552340,417.0,60
552341,816.0,96
552342,738.0,120
552353,360.29,309
552357,227.62,86
552358,815.78,466
552364,404.2,424
552365,272.46,115
552371,101.17999999999999,110
552372,301.15000000000003,293
552376,109.05,19
552404,305.02,262
552410,118.49,31
552418,331.7,242
552441,160.65,83
552442,342.78000000000003,102
552444,172.18,63
552445,667.61,351
552446,351.83,285
552447,37.5,5
552448,111.15,31
552449,459.4,240
552450,967.52,650
552451,352.54,78
552452,148.08,108
552453,723.9,370
552454,652.8,256
552456,335.64,262
552457,376.3,217
552460,719.8000000000001,316
552461,331.80000000000007,84
552463,109.13000000000001,77
552464,223.4,333
552465,181.54,79
552466,443.65999999999997,421
552467,485.76,260
552468,360.18,347
552469,451.25,594
552472,251.6,108
552479,92.72,70
552491,300.29999999999995,66
552492,81.36,24
552493,1388.46,364
552508,1513.36,458
552514,1777.7,421
552520,1401.3799999999999,357
552521,71.82,48
552522,18.450000000000003,5
552523,330.0,200
552524,7.8,4
552525,12.75,1
552526,147.15,89
552528,172.95,110
552529,38.3,26
552530,344.86,252
552531,298.43,89
552532,521.49,279
552533,456.55,217
552534,4.949999999999999,3
552536,314.6,154
552537,111.03,146
552538,14.95,1
552539,528.81,233
552540,206.84,100
552541,74.8,16
552542,319.12,232
552543,480.90000000000003,494
552544,319.81,320
552545,188.8,106
552547,1077.4,590
552548,137.9,22
552549,334.71,1
552550,1560.3400000000001,1006
552551,160.66,118
552554,319.51,152
552555,314.26,118
552557,404.70000000000005,90
552558,357.15000000000003,203
552559,313.93,178
552560,791.33,364
552561,44.550000000000004,9
552562,323.7,158
552563,2044.3700000000001,1176
552565,314.55,9
552566,716.0,400
552567,77.19999999999999,28
552571,340.05,199
552572,2944.7,1558
552573,37.8,22
552574,2764.29,2023
552575,165.44,184
552576,41.6,20
552577,62.400000000000006,30
552614,562.54,387
552624,647.76,222
552631,489.1,460
552638,522.96,180
552639,129.35,113
552640,186.91,126
552641,653.98,518
552642,426.6,188
552643,155.35,56
552644,370.79999999999995,56
552645,13.52,8
552646,111.28999999999999,33
552647,16.5,2
552648,195.0,1
552649,231.8,165
552651,298.88,249
552652,250.22,105
552654,125.53,61
552655,195.13,82
552656,565.25,148
552657,256.15999999999997,172
552658,221.15,80
552659,3320.77,822
552660,795.3199999999999,96
552661,300.1,62
552662,583.48,89
552663,485.32,69
552664,332.1,166
552665,420.98,58
552666,468.8,68
552667,539.11,72
552668,623.79,88
552669,324.76,142
552670,655.0,92
552671,487.97999999999996,79
552672,538.48,73
552673,382.64,51
552674,558.49,80
552675,674.6800000000001,91
552676,864.26,106
552677,754.5500000000001,104
552678,733.01,99
552681,718.36,106
552683,532.25,79
552684,642.55,89
552687,953.53,147
552690,304.44,74
552692,311.3,190
552693,21.599999999999998,36
552694,859.1,262
552695,852.68,654
552696,95.94,38
552697,54.6,20
552699,302.28000000000003,140
552702,1400.53,493
552703,251.29,127
552708,215.65,128
552710,1974.06,1015
552711,361.32,152
552712,237.04999999999998,71
552713,8.85,5
552714,316.09,175
552715,305.26,146
552716,24.900000000000002,6
552717,8.5,2
552721,439.6,162
552723,358.2,92
552724,879.92,354
552725,72.0,40
552726,405.53000000000003,217
552727,572.24,292
552728,765.4,292
552729,39.599999999999994,24
552730,519.6,260
552731,515.7,368
552732,590.9499999999999,361
552734,1160.67,824
552735,360.03999999999996,310
552764,208.56,232
552769,166.66,88
552770,217.81,99
552779,194.63,77
552786,1024.8,432
552789,237.60000000000002,48
552802,166.94,110
552803,311.11,160
552804,396.77,159
552806,85.0,28
552811,1798.33,995
552813,314.47,107
552814,71.9,2
552815,16.95,1
552816,258.4,156
552817,574.46,276
552818,102.3,14
552819,1440.96,688
552820,722.41,751
552821,248.02,95
552822,428.69,290
552823,127.66,86
552824,508.63,312
552825,578.48,362
552826,1637.43,859
552827,288.7,178
552828,305.24,188
552829,465.85999999999996,200
552830,431.6,172
552831,348.15000000000003,222
552832,16.5,2
552833,931.4999999999999,1350
552834,16.5,2
552835,326.19,409
552837,140.04,72
552838,156.02,118
552839,785.7900000000001,280
552840,36.239999999999995,116
552842,56.65,32
552843,401.77,317
552844,375.0,204
552845,536.4,206
552846,288.0,73
552847,182.45,33
552848,61.95000000000001,21
552850,61.95000000000001,21
552851,1381.3,734
552852,416.45,215
552853,66.14,45
552854,300.71,279
552855,514.08,624
552857,1631.61,369
552859,123.52000000000001,258
552860,102.02,35
552861,27.310000000000002,8
552862,5.38,3
552864,1031.07,441
552865,68.02,48
552866,52.69,43
552867,1105.0,292
552868,5.04,12
552869,367.75,302
552870,123.5,62
552871,228.87,85
552872,766.9,250
552873,46.0,14
552874,918.4,650
552875,186.52,104
552877,310.56,234
552878,967.2,703
552879,738.6,561
552880,340.34000000000003,330
552881,161.04,76
552882,1792.72,924
552883,14415.74,12266
552884,181.82,83
552885,270.0,72
552886,466.12,236
552887,40.8,16
552888,2613.36,1264
552890,328.15000000000003,97
552891,393.95,48
552892,6.28,3
552893,455.18,194
552894,108.94,64
552904,1177.0,428
552905,656.3,370
552945,171.92,72
552946,296.53,106
552947,172.1,20
552948,311.86,118
552949,667.44,226
552950,612.78,248
552951,334.54,141
552952,157.54000000000002,121
552953,561.81,901
552954,281.65999999999997,222
552955,483.40000000000003,90
552956,475.16,184
552957,2557.88,2794
552958,463.2,152
552959,474.6,480
552960,352.7,226
552961,348.26,220
552962,719.15,371
552963,270.69,219
552964,305.21,127
552965,330.63,147
552966,70.35,33
552967,101.4,84
552968,148.22,26
552969,302.8,98
552970,381.6,360
552971,140.82,66
552972,224.54000000000002,85
552973,269.88,236
552974,77.24000000000001,30
552975,589.01,391
552977,234.47,123
552978,9341.26,4282
552980,523.0,1
552988,214.5,34
552990,366.5,210
553000,62.120000000000005,32
553001,317.59999999999997,216
553002,265.14,133
553003,7.800000000000001,12
553004,261.97,148
553005,416.32,186
553006,560.35,393
553007,635.66,710
553008,191.44,77
553009,373.2,275
553011,309.05,149
553012,392.54999999999995,121
553013,1995.25,681
553014,640.01,416
553015,56.2,18
553016,7.5,2
553017,602.83,311
553018,557.72,1
553021,600.36,162
553022,59.8,4
553034,582.59,525
553035,500.9,277
555156,39.45,7
555157,287.45,63
555158,1378.48,628
555159,90.75,89
555160,1799.6,1038
555161,84.92,57
555162,672.1899999999999,557
555164,3623.2,1836
555194,588.36,524
555195,416.28000000000003,245
555198,113.35,65
555199,109.36999999999999,57
555200,262.61,177
555201,397.36,388
555202,110.55,66
555203,354.82,160
555207,421.73,253
555213,152.64000000000001,144
555232,165.1,118
555233,65.38,38
555234,340.25,194
555240,213.86,151
555241,302.45,95
555242,133.56,88
555243,153.3,78
555245,198.46,198
555247,325.8,128
555249,259.27,169
555250,8.34,4
555251,346.98,343
555257,541.95,818
555259,90.6,44
555260,161.87,81
555263,422.99,441
555264,122.74000000000001,64
555266,100.6,12
555270,415.00000000000006,100
555275,1742.3899999999999,506
555276,1496.98,302
555277,895.71,224
555278,1061.3799999999999,374
555279,127.62,66
555280,233.92,135
555281,47.75,6
555282,1225.26,653
555283,64.3,42
555284,3056.7200000000003,3280
555285,362.7,186
555286,51.0,36
555287,214.94,146
555289,345.7,188
555312,285.7,152
555320,377.94,51
555321,223.06,32
555322,289.15999999999997,45
555323,204.09,29
555324,476.87,71
555325,195.63,27
555326,263.94,49
555327,619.78,101
555336,84.99,55
555340,1071.4,514
555343,192.23,87
555344,1541.98,845
555347,311.14,189
555348,235.23000000000002,73
555349,294.69,262
555350,811.36,388
555351,397.8,212
555352,2105.98,1110
555353,156.2,118
555356,352.8,96
555359,109.82000000000001,88
555363,119.93,49
555367,79.8,49
555368,1440.9,398
555381,32.4,24
555382,1437.12,728
555383,766.95,420
555385,7.5,2
555388,305.85,115
555389,233.75,33
555392,30.0,24
555393,759.85,446
555394,126.44,84
555395,94.68,72
555396,455.25,198
555397,1986.12,423
555399,123.74999999999999,70
555400,5913.9,1330
555401,1896.0300000000002,413
555403,121.55,54
555405,296.7,136
555406,393.59,263
555407,419.8,329
555408,390.09,136
555410,347.9,182
555412,61.3,42
555413,228.63,169
555414,266.1,170
555415,284.85,103
555416,376.15,264
555417,68.1,23
555418,1299.04,347
555419,17.0,2
555420,630.46,308
555422,25.0,4
555470,264.4,107
555471,232.21,130
555472,303.12,381
555473,836.05,537
555474,11.190000000000001,6
555476,185.9,37
555477,1109.32,356
555478,1139.04,336
555479,229.26000000000002,102
555485,357.3,90
555486,387.46999999999997,251
555488,330.28000000000003,107
555489,259.2,360
555490,1314.0,120
555491,333.0,104
555492,319.02,333
555493,340.44,228
555494,204.85000000000002,79
555495,312.75,137
555496,349.1,193
555497,39.12,72
555498,107.65,23
555499,289.46,147
555500,114.68,49
555501,241.48,90
555502,82.9,14
555504,15.0,4
555507,300.14,218
555508,269.88,168
555509,443.72,410
555510,1776.9,422
555511,156.48,58
555512,325.68,296
555513,892.62,114
555514,252.19,102
555515,856.63,234
555516,302.42,100
555517,324.9,128
555518,449.38,434
555519,525.5,514
555520,116.09,32
555521,389.61,147
555522,273.13,105
555523,508.95000000000005,239
555524,610.77,265
555525,332.9,136
555526,645.3,352
555527,399.35,73
555528,324.72,104
555530,61.199999999999996,24
555531,1939.52,1195
555533,446.6,186
555534,31.200000000000003,48
555535,166.3,112
555536,239.46,86
555537,197.09,97
555538,148.95999999999998,72
555539,201.45,117
555540,302.81,160
555541,148.7,50
555542,387.05,127
555543,627.04,324
555544,330.61,152
555545,873.85,581
555546,228.3,118
555547,709.91,351
555548,147.05,99
555549,262.25,139
555550,486.24,408
555551,298.79,185
555552,124.65,69
555553,493.68,290
555554,319.0,54
555555,110.55000000000001,35
555556,568.47,255
555557,59.5,10
555558,462.53,429
555559,300.2,206
555560,165.63,193
555561,35.400000000000006,12
555562,372.36,199
555564,296.32,279
555565,538.76,354
555566,216.63,91
555567,459.75,306
555568,620.65,372
555569,793.08,363
555570,756.1,429
555571,105.0,76
555572,858.9300000000001,390
555573,366.11,250
555574,437.19,134
555575,310.05,143
555576,140.4,72
555577,557.85,241
555578,114.06,66
555579,125.19,94
555580,10.5,25
555581,159.22,58
555582,260.57,145
555583,304.28000000000003,178
555584,181.3,118
555585,612.0,324
555586,310.79,241
555587,277.0,128
555588,124.57,33
555589,427.58,314
555590,75.0,60
555591,430.98,214
555592,176.16,132
555593,114.3,50
555594,312.94,122
555601,57.5,10
555602,320.83,145
555603,262.11,273
555604,428.85,197
555620,13.0,20
555626,270.8,92
555627,130.44,212
555628,387.88,148
555630,302.72,284
555631,191.60999999999999,85
555632,509.2,280
555633,144.97,73
555634,210.06,88
555635,272.0,140
555637,371.45,115
555638,816.8199999999999,623
555640,315.62,112
555642,496.46000000000004,242
555644,423.65000000000003,202
555645,164.01,87
555646,320.2,232
555647,586.52,220
555648,205.18,91
555649,394.14,446
555650,958.12,404
555651,218.92,51
555653,287.19,202
555654,181.3,66
555691,444.45,195
555695,143.5,66
555701,147.02,96
555702,46.839999999999996,28
555703,309.38,291
555704,507.70000000000005,357
555705,247.60999999999999,137
555719,512.8,295
555720,129.49,47
555721,45.0,3
555722,1498.09,320
555724,15.0,2
555725,34.0,4
555726,357.99,173
555728,341.96,191
555731,418.45,139
555732,103.25,19
555733,402.08,304
555734,343.75,157
555735,450.40000000000003,296
555736,586.01,538
555737,298.19,237
555738,318.7,358
555739,607.5500000000001,293
555740,387.42,360
555741,230.18,123
555742,388.0,197
555743,248.06,106
555744,247.44,288
555745,184.52,71
555746,105.6,44
555751,34.0,4
555759,166.8,24
555798,1121.1299999999999,875
555808,96.14,74
555810,585.84,346
555813,87.9,60
555815,916.74,568
555816,47.2,16
555817,14.850000000000001,3
555818,255.96000000000004,60
555819,430.98,214
555820,304.71999999999997,196
555829,392.4,202
555832,308.7,44
555834,85.0,250
555835,783.07,310
555836,531.36,469
555839,25.5,30
555840,70.2,36
555841,139.82,155
555842,122.76,22
555843,159.11,31
555844,160.15,70
555845,524.5,549
555846,149.15,21
555847,234.07,179
555848,424.24,182
555849,315.86,458
555850,387.42,320
555851,585.17,346
555852,189.28,78
555853,257.68,194
555854,167.81,68
555855,2517.44,1912
555856,298.89,130
555857,133.62,104
555858,254.31,192
555859,198.57,261
555861,166.4,80
555862,243.2,146
555863,121.67999999999999,72
555865,413.93,157
555866,306.68,316
555869,5.15,1
555870,68.7,66
555871,263.16,224
555872,307.72,336
555875,7.25,3
555876,161.02,358
555878,4.95,1
555884,147.62,70
555896,1008.61,618
555916,181.63,39
555917,199.5,20
555918,211.92000000000002,66
555920,10999.52,2274
555921,301.78,268
555923,1403.3799999999999,387
555924,1366.71,340
555925,1227.03,257
555926,18.24,14
555927,24.0,72
555928,99.45,20
555929,765.8199999999999,402
555930,341.07,283
555931,833.16,378
555932,165.36,58
555933,286.34000000000003,216
555934,557.7,456
555936,286.34000000000003,216
555937,669.36,467
555938,410.45,179
555939,57.78,30
555940,357.6,98
555941,356.03999999999996,445
555942,322.55,91
555943,612.68,245
555944,163.69,72
555945,511.3,64
555946,184.59,77
555947,2233.28,2090
555948,166.86,147
555949,596.13,395
555950,136.5,325
555979,891.4200000000001,681
556009,302.54,178
556010,598.0,1380
556016,452.4,232
556017,512.7,406
556018,26.400000000000002,48
556019,221.4,64
556020,114.71,82
556021,477.68,317
556022,79.19999999999999,40
556023,209.28,49
556024,151.95000000000002,55
556032,542.22,140
556033,7.95,1
556034,313.20000000000005,96
556035,54.48,152
556036,52.8,8
556038,173.66,179
556039,501.5,314
556040,320.58000000000004,146
556041,336.84000000000003,205
556042,1037.3700000000001,412
556043,243.92999999999998,73
556044,165.55,51
556045,408.04,197
556047,276.24,90
556048,298.48,148
556049,382.70000000000005,66
556050,279.04,128
556051,180.04,49
556052,14.5,10
556053,112.7,46
556054,222.07,183
556055,358.0,200
556056,426.05,261
556058,524.5,244
556059,320.91999999999996,260
556060,1118.04,492
556062,379.5,114
556063,193.2,82
556064,300.63,171
556065,146.3,74
556066,388.36,382
556067,269.9,150
556068,5.76,48
556070,396.14000000000004,181
556071,481.36,497
556072,952.65,263
556073,462.15000000000003,221
556079,351.2,252
556080,4801.22,1014
556081,713.8299999999999,93
556082,788.0,125
556083,363.43,58
556084,135.0,52
556085,542.31,73
556086,200.79,35
556087,480.21,54
556088,144.64,18
556089,290.18,41
556090,200.13,59
556091,410.52,54
556092,324.18,56
556093,950.51,147
556094,359.05,48
556095,796.87,120
556097,15.9,2
556098,62.5,5
556099,3.75,1
556100,300.14,222
556102,878.55,621
556103,237.57000000000002,162
556104,384.2,284
556105,307.9,259
556106,393.34000000000003,187
556107,330.95,167
556108,1698.38,455
556109,200.17000000000002,67
556110,124.60000000000001,160
556111,313.0,288
556112,340.78000000000003,256
556113,585.3199999999999,421
556114,142.14000000000001,79
556115,99.96,76
556116,136.7,154
556118,333.0,38
556119,42.96,24
556120,290.2,521
556121,132.18,68
556125,303.62,136
556126,338.0,245
556127,1621.25,793
556128,196.66,94
556129,438.0,294
556130,316.02000000000004,154
556139,307.76,116
556179,308.2,426
556181,410.87,120
556182,102.97999999999999,77
556183,360.04,162
556184,337.55,205
556185,30.6,36
556186,213.70000000000002,146
556187,299.78,98
556188,90.0,220
556189,400.7,234
556190,72.52,28
556191,184.28,116
556192,82.2,64
556193,306.86,388
556194,319.95,188
556195,535.01,355
556196,62.040000000000006,16
556197,202.38,114
556198,294.2,167
556199,319.29,232
556201,382.52,196
556202,109.3,90
556203,130.08,145
556204,308.68,102
556205,203.98000000000002,94
556206,646.27,262
556207,128.76,110
556208,506.67999999999995,198
556214,301.32,455
556216,300.55,99
556218,352.91,97
556219,309.65999999999997,84
556222,539.12,539
556228,115.2,16
556229,304.48,178
556230,226.28,58
556231,0.0,4000
556234,26.36,11
556235,84.0,85
556236,45.2,16
556237,2106.34,604
556238,378.7,109
556239,158.85,67
556240,105.0,140
556241,912.66,445
556243,1282.38,288
556244,302.72,86
556245,538.4300000000001,200
556246,161.38,176
556247,270.55,138
556248,332.64,188
556249,24.900000000000002,6
556252,480.96000000000004,343
556253,185.8,30
556254,136.25,119
556255,16488.0,3600
556256,196.68,198
556257,294.86,196
556258,439.5,323
556259,591.09,464
556263,491.38,242
556264,532.9,94
556266,8.5,1
556267,3027.31,9811
556271,155.10000000000002,50
556279,215.39000000000001,59
556280,354.01,118
556282,178.22,212
556283,314.11,193
556284,302.8,94
556285,72.0,70
556288,273.66,297
556290,383.28000000000003,170
556296,309.34000000000003,350
556298,105.84,134
556302,1035.76,488
556303,313.45000000000005,115
556304,572.8,296
556305,480.0,164
556318,399.18,382
556323,599.4499999999999,115
556325,149.89000000000001,55
556329,157.76,44
556330,272.41,249
556341,506.19,223
556365,271.04,158
556386,74.16,36
556397,358.0,200
556408,124.14999999999999,97
556413,120.49000000000001,45
556415,6207.08,3142
556416,247.25,64
556417,19.8,4
556419,156.4,48
556425,197.37,161
556426,249.49,145
556427,435.69,92
556428,535.9,83
556429,257.4,46
556431,15.67,3
556432,299.67,139
556433,1310.63,258
556434,658.78,267
556435,151.2,74
556437,110.78999999999999,65
556439,147.75,25
556440,428.44,364
556441,360.07,162
556442,297.0,60
556443,627.4,92
556444,38970.0,60
556446,649.5,1
556447,314.16,144
556454,40.8,48
556455,734.44,580
556456,3.75,1
556459,1434.03,354
556460,379.2,296
556461,830.54,558
556462,213.8,89
556463,360.18,716
556464,80.82,54
556465,110.17999999999999,21
556466,189.05,31
556467,186.55,57
556468,111.03,33
556469,583.2,345
556470,301.42,148
556471,198.76999999999998,153
556472,255.8,124
556473,384.09000000000003,217
556474,363.7,163
556475,417.33,497
556476,302.62,182
556477,199.73,86
556478,226.48999999999998,455
556479,262.88,86
556480,131.10999999999999,113
556481,147.76000000000002,72
556482,709.44,411
556483,110.78,40
556484,2133.4,2190
556485,210.95,48
556486,375.04,688
556487,167.35999999999999,134
556488,161.9,44
556489,110.12,58
556490,302.24,96
556491,274.74,260
556492,587.52,376
556494,532.22,332
556495,304.31,179
556496,45.0,36
556497,175.09,97
556498,35.849999999999994,3
556499,44.85,3
558638,462.58,256
558639,360.8,152
558640,138.5,82
558641,831.34,330
558642,394.34000000000003,182
558643,410.90000000000003,202
558644,679.1,19
558647,439.74,212
558653,17.4,12
558671,345.29999999999995,246
558679,124.9,81
558680,207.07999999999998,30
558681,243.53,35
558682,482.52,81
558683,422.75,59
558684,976.58,697
558685,276.8,108
558686,184.2,137
558687,298.64,285
558696,587.3,336
558697,4.95,1
558699,153.22,79
558700,304.61,274
558701,108.94999999999999,21
558702,156.17,83
558703,306.75,239
558704,658.85,287
558705,37.78,34
558706,416.96000000000004,320
558707,100.33,121
558708,10.76,6
558709,617.03,336
558710,31.11,15
558711,18.830000000000002,13
558713,69.02,122
558714,128.27,349
558715,116.69,1
558717,71.4,61
558718,117.68,112
558719,351.48,132
558720,8.25,1
558721,8.25,1
558725,0.0,37
558729,440.64,424
558731,796.83,540
558734,9.75,3
558737,13.370000000000001,4
558738,405.38,370
558740,111.7,28
558746,215.75,143
558747,318.90999999999997,53
558748,115.75,71
558749,155.34,29
558750,450.81,257
558751,462.19,208
558752,272.26,146
558754,406.65999999999997,278
558755,154.25,115
558756,294.3,92
558757,223.92000000000002,96
558758,99.14,40
558759,247.52,186
558760,247.25,158
558761,175.65,103
558762,406.18,41
558763,209.51999999999998,160
558765,145.8,178
558766,306.33000000000004,107
558767,384.8,118
558768,95.15,21
558769,155.8,171
558770,115.55,60
558771,346.38,334
558772,156.91,69
558773,86.02,26
558774,2403.3199999999997,840
558775,7786.0,1700
558776,5496.0,1200
558777,5078.83,828
558778,471.22,360
558779,100.8,48
558808,188.74,49
558809,506.83,68
558810,841.5799999999999,126
558811,198.8,42
558812,750.9,346
558813,474.36,259
558814,226.93,135
558835,206.07,35
558837,460.65999999999997,93
558841,30.0,1
558860,249.03,130
558861,1067.8799999999999,486
558862,1561.0900000000001,856
558863,276.82,130
558864,936.04,417
558865,174.95999999999998,116
558866,59.8,4
558867,109.33,40
558868,375.22,374
558869,20.95,19
558870,1128.6,228
558871,4146.34,1506
558872,289.96000000000004,220
558873,457.3,270
558874,90.42999999999999,46
558875,153.13,81
558876,360.82,195
558877,249.05,212
558878,126.62,85
558879,369.56,204
558880,70.8,8
558881,998.4200000000001,863
558885,227.95000000000002,109
558886,49.5,22
558887,488.55,224
558888,659.08,285
558891,70.80000000000001,24
558892,298.74,333
558893,62.6,88
558894,101.10000000000001,18
558895,389.68,1
558896,21.45,13
558900,107.7,77
558902,770.07,395
558904,2479.2,946
558906,433.21999999999997,557
558908,487.02,256
558909,789.6600000000001,394
558910,1141.2,576
558911,321.46,236
558912,31.25,25
558916,663.18,206
558917,838.8000000000001,24
558918,107.60000000000001,24
558919,455.45000000000005,235
558920,104.34,34
558921,20.8,10
558922,157.4,40
558923,97.0,20
