InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C555935,23232,WRAP VINTAGE PETALS  DESIGN,-25,2011-08-06 09:14:00,0.42,12567.0,France
C555935,23208,LUNCH BAG VINTAGE LEAF DESIGN,-10,2011-08-06 09:14:00,1.65,12567.0,France
C555935,23207,LUNCH BAG ALPHABET DESIGN,-10,2011-08-06 09:14:00,1.65,12567.0,France
C555935,23206,LUNCH BAG APPLE DESIGN,-20,2011-08-06 09:14:00,1.65,12567.0,France
C555935,23076,ICE CREAM SUNDAE LIP GLOSS,-24,2011-08-06 09:14:00,1.25,12567.0,France
C555935,23049,RECYCLED ACAPULCO MAT RED,-2,2011-08-06 09:14:00,8.25,12567.0,France
C555935,22705,WRAP GREEN PEARS,-25,2011-08-06 09:14:00,0.42,12567.0,France
C555935,22628,PICNIC BOXES SET OF 3 RETROSPOT,-4,2011-08-06 09:14:00,4.95,12567.0,France
C555935,22456,NATURAL SLATE CHALKBOARD LARGE,-6,2011-08-06 09:14:00,4.95,12567.0,France
C555935,22432,WATERING CAN PINK BUNNY,-6,2011-08-06 09:14:00,1.95,12567.0,France
C555935,22431,WATERING CAN BLUE ELEPHANT,-6,2011-08-06 09:14:00,1.95,12567.0,France
C555935,22382,LUNCH BAG SPACEBOY DESIGN,-10,2011-08-06 09:14:00,1.65,12567.0,France
C555935,22328,ROUND SNACK BOXES SET OF 4 FRUITS,-6,2011-08-06 09:14:00,2.95,12567.0,France
C555935,21090,SET/6 COLLAGE PAPER PLATES,-12,2011-08-06 09:14:00,0.39,12567.0,France
C555935,21084,SET/6 COLLAGE PAPER CUPS,-24,2011-08-06 09:14:00,0.19,12567.0,France
C555935,20979,36 PENCILS TUBE RED RETROSPOT,-16,2011-08-06 09:14:00,1.25,12567.0,France
C555935,20726,LUNCH BAG WOODLAND,-10,2011-08-06 09:14:00,1.65,12567.0,France
C556011,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,-6,2011-08-06 11:45:00,0.83,14475.0,United Kingdom
C556037,D,Discount,-1,2011-08-06 12:37:00,20.92,14527.0,United Kingdom
556046,21890,missing,-140,2011-08-06 12:56:00,0.0,,United Kingdom
C556057,22456,NATURAL SLATE CHALKBOARD LARGE,-1,2011-08-06 13:50:00,4.95,14221.0,United Kingdom
C556096,23084,RABBIT NIGHT LIGHT,-1,2011-08-06 15:29:00,2.08,13599.0,United Kingdom
C556101,23169,CLASSIC GLASS COOKIE JAR,-1,2011-08-06 16:06:00,4.15,15643.0,United Kingdom
C556117,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,-12,2011-09-06 09:44:00,1.25,12802.0,Netherlands
556122,85019C,Damaged,-108,2011-09-06 10:12:00,0.0,,United Kingdom
556123,22272,Damaged,-15,2011-09-06 10:13:00,0.0,,United Kingdom
556232,21135,sold as set on dotcom,-304,2011-09-06 15:15:00,0.0,,United Kingdom
556233,21136,sold as set on dotcom,-272,2011-09-06 15:20:00,0.0,,United Kingdom
556242,21700,sold as set on dotcom and amazon,-1206,2011-09-06 16:06:00,0.0,,United Kingdom
556260,37340,sold as set on dotcom,-18,2011-09-06 18:02:00,0.0,,United Kingdom
556261,79051A,sold as set on dotcom,-6,2011-09-06 18:03:00,0.0,,United Kingdom
556262,37327,sold as set on dotcom,-95,2011-09-06 18:04:00,0.0,,United Kingdom
C556265,D,Discount,-1,2011-09-06 19:24:00,28.04,16684.0,United Kingdom
C556268,20723,STRAWBERRY CHARLOTTE BAG,-1,2011-09-06 19:34:00,0.85,13317.0,United Kingdom
C556268,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-09-06 19:34:00,9.95,13317.0,United Kingdom
C556268,22699,ROSES REGENCY TEACUP AND SAUCER,-1,2011-09-06 19:34:00,2.95,13317.0,United Kingdom
C556268,22072,RED RETROSPOT TEA CUP AND SAUCER,-6,2011-09-06 19:34:00,3.75,13317.0,United Kingdom
C556268,22180,RETROSPOT LAMP,-1,2011-09-06 19:34:00,9.95,13317.0,United Kingdom
C556268,85066,CREAM SWEETHEART MINI CHEST,-2,2011-09-06 19:34:00,12.75,13317.0,United Kingdom
C556268,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-09-06 19:34:00,1.25,13317.0,United Kingdom
C556269,20794,BLUE  TILE HOOK,-8,2011-09-06 19:36:00,2.55,13456.0,United Kingdom
C556269,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-09-06 19:36:00,8.5,13456.0,United Kingdom
C556270,21520,BOOZE & WOMEN GREETING CARD,-2,2011-09-06 19:37:00,0.42,14232.0,United Kingdom
C556272,22766,PHOTO FRAME CORNICE,-3,2011-09-06 19:43:00,2.95,15159.0,United Kingdom
C556273,23302,KNEELING MAT HOUSEWORK  DESIGN,-4,2011-09-06 19:44:00,1.65,13534.0,United Kingdom
C556274,M,Manual,-1,2011-09-06 19:46:00,600.0,15299.0,United Kingdom
C556275,22333,RETROSPOT PARTY BAG + STICKER SET,-6,2011-09-06 19:48:00,1.65,13115.0,United Kingdom
C556276,78033,FLAG OF ST GEORGE CHAIR,-1,2011-09-06 19:48:00,5.95,14696.0,United Kingdom
C556276,79163,BLACK CHAMPAGNE GLASS,-2,2011-09-06 19:48:00,0.39,14696.0,United Kingdom
C556277,82001S,VINYL RECORD FRAME SILVER,-1,2011-09-06 19:52:00,3.39,12980.0,United Kingdom
C556277,84078A,SET/4 WHITE RETRO STORAGE CUBES,-2,2011-09-06 19:52:00,34.95,12980.0,United Kingdom
C556278,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-09-06 19:53:00,8.25,13462.0,United Kingdom
C556281,POST,POSTAGE,-1,2011-09-06 20:32:00,4.05,14040.0,United Kingdom
C556293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-18,2011-10-06 09:30:00,2.95,13094.0,United Kingdom
C556293,84946,ANTIQUE SILVER T-LIGHT GLASS,-72,2011-10-06 09:30:00,1.06,13094.0,United Kingdom
C556293,22791,T-LIGHT GLASS FLUTED ANTIQUE,-72,2011-10-06 09:30:00,1.06,13094.0,United Kingdom
C556294,22960,JAM MAKING SET WITH JARS,-2,2011-10-06 09:34:00,4.25,15108.0,European Community
C556295,23209,LUNCH BAG DOILEY PATTERN,-1,2011-10-06 09:37:00,1.65,13662.0,United Kingdom
C556297,22797,CHEST OF DRAWERS GINGHAM HEART,-1,2011-10-06 09:55:00,16.95,15609.0,United Kingdom
C556297,23110,PARISIENNE KEY CABINET,-2,2011-10-06 09:55:00,5.75,15609.0,United Kingdom
556299,21937,?,-161,2011-10-06 10:17:00,0.0,,United Kingdom
556301,22968,water damage,-50,2011-10-06 10:18:00,0.0,,United Kingdom
556306,37479B,sold as set by dotcom,-30,2011-10-06 10:38:00,0.0,,United Kingdom
556307,37479P,sold as set on dotcom,-30,2011-10-06 10:39:00,0.0,,United Kingdom
556308,22130,sold as set on dotcom,-390,2011-10-06 10:43:00,0.0,,United Kingdom
556309,22856,sold as set on dotcom,-30,2011-10-06 10:44:00,0.0,,United Kingdom
556310,22944,sold as set on dotcom,-42,2011-10-06 10:44:00,0.0,,United Kingdom
556311,37471,sold as set on dotcom,-12,2011-10-06 10:45:00,0.0,,United Kingdom
556312,22924,sold as set on dotcom,-30,2011-10-06 10:46:00,0.0,,United Kingdom
556313,22923,sold as set on dotcom,-12,2011-10-06 10:46:00,0.0,,United Kingdom
556314,23155,sold as set on dotcom,-84,2011-10-06 10:47:00,0.0,,United Kingdom
556315,22948,sold as set on dotcom,-108,2011-10-06 10:47:00,0.0,,United Kingdom
556316,22128,sold as set on dotcom,-24,2011-10-06 10:48:00,0.0,,United Kingdom
556317,22857,sold as set on dotcom,-48,2011-10-06 10:48:00,0.0,,United Kingdom
556319,22945,sold as set on dotcom,-618,2011-10-06 10:49:00,0.0,,United Kingdom
556320,22922,sold as set on dotcom,-42,2011-10-06 10:50:00,0.0,,United Kingdom
556321,79163,sold as set on dotcom,-24,2011-10-06 10:50:00,0.0,,United Kingdom
556322,22915,sold as set on dotcom,-204,2011-10-06 10:51:00,0.0,,United Kingdom
C556324,POST,POSTAGE,-1,2011-10-06 11:15:00,5.0,14287.0,United Kingdom
C556324,21787,RAIN PONCHO RETROSPOT,-24,2011-10-06 11:15:00,0.85,14287.0,United Kingdom
C556327,21700,BIG DOUGHNUT FRIDGE MAGNETS,-36,2011-10-06 11:22:00,0.85,17659.0,United Kingdom
C556414,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-2,2011-10-06 12:14:00,2.95,13985.0,United Kingdom
C556414,22456,NATURAL SLATE CHALKBOARD LARGE,-6,2011-10-06 12:14:00,4.95,13985.0,United Kingdom
C556436,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2011-10-06 14:28:00,2.55,16358.0,United Kingdom
C556445,M,Manual,-1,2011-10-06 15:31:00,38970.0,15098.0,United Kingdom
C556448,22502,PICNIC BASKET WICKER SMALL,-60,2011-10-06 15:39:00,4.95,15098.0,United Kingdom
C556453,21622,VINTAGE UNION JACK CUSHION COVER,-6,2011-10-06 16:33:00,4.95,14525.0,United Kingdom
C556457,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,-1,2011-10-06 16:50:00,4.65,15856.0,United Kingdom
C556457,21843,RED RETROSPOT CAKE STAND,-1,2011-10-06 16:50:00,10.95,15856.0,United Kingdom
C556457,37449,CERAMIC CAKE STAND + HANGING CAKES,-5,2011-10-06 16:50:00,6.75,15856.0,United Kingdom
C556458,21786,POLKADOT RAIN HAT,-22,2011-10-06 17:21:00,0.42,15491.0,United Kingdom
C556493,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-12-06 14:56:00,6.95,17802.0,United Kingdom
C556493,21429,RED GINGHAM ROSE JEWELLERY BOX,-3,2011-12-06 14:56:00,1.95,17802.0,United Kingdom
C556493,21900,"KEY FOB , SHED",-1,2011-12-06 14:56:00,0.65,17802.0,United Kingdom
C556493,21899,"KEY FOB , GARAGE DESIGN",-1,2011-12-06 14:56:00,0.65,17802.0,United Kingdom
C556493,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-12-06 14:56:00,8.95,17802.0,United Kingdom
C556493,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2011-12-06 14:56:00,1.65,17802.0,United Kingdom
C556493,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,2011-12-06 14:56:00,8.5,17802.0,United Kingdom
C558698,20719,WOODLAND CHARLOTTE BAG,-1,2011-01-07 12:11:00,0.85,16746.0,United Kingdom
C558698,23205,CHARLOTTE BAG VINTAGE ALPHABET,-1,2011-01-07 12:11:00,0.85,16746.0,United Kingdom
C558698,20725,LUNCH BAG RED RETROSPOT,-1,2011-01-07 12:11:00,1.65,16746.0,United Kingdom
C558712,M,Manual,-1,2011-01-07 13:06:00,2.95,17338.0,United Kingdom
C558712,21735,TWO DOOR CURIO CABINET,-1,2011-01-07 13:06:00,12.75,17338.0,United Kingdom
C558712,82482,WOODEN PICTURE FRAME WHITE FINISH,-2,2011-01-07 13:06:00,2.55,17338.0,United Kingdom
C558716,51014L,"FEATHER PEN,LIGHT PINK",-12,2011-01-07 13:22:00,0.39,17888.0,United Kingdom
C558716,51014C,"FEATHER PEN,COAL BLACK",-12,2011-01-07 13:22:00,0.39,17888.0,United Kingdom
C558716,23002,TRAVEL CARD WALLET SKULLS,-24,2011-01-07 13:22:00,0.42,17888.0,United Kingdom
C558716,22998,TRAVEL CARD WALLET KEEP CALM,-24,2011-01-07 13:22:00,0.42,17888.0,United Kingdom
C558716,22997,TRAVEL CARD WALLET UNION JACK,-24,2011-01-07 13:22:00,0.42,17888.0,United Kingdom
C558716,22992,REVOLVER WOODEN RULER,-12,2011-01-07 13:22:00,1.95,17888.0,United Kingdom
C558716,22418,10 COLOUR SPACEBOY PEN,-10,2011-01-07 13:22:00,0.85,17888.0,United Kingdom
C558716,22374,AIRLINE BAG VINTAGE JET SET RED,-2,2011-01-07 13:22:00,4.25,17888.0,United Kingdom
C558716,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,-1,2011-01-07 13:22:00,4.25,17888.0,United Kingdom
C558716,22371,AIRLINE BAG VINTAGE TOKYO 78,-2,2011-01-07 13:22:00,4.25,17888.0,United Kingdom
C558716,21829,DINOSAUR KEYRINGS ASSORTED,-108,2011-01-07 13:22:00,0.21,17888.0,United Kingdom
C558716,16259,PIECE OF CAMO STATIONERY SET,-108,2011-01-07 13:22:00,0.08,17888.0,United Kingdom
C558716,10133,COLOURING PENCILS BROWN TUBE,-10,2011-01-07 13:22:00,0.42,17888.0,United Kingdom
C558722,22838,3 TIER CAKE TIN RED AND CREAM,-12,2011-01-07 14:18:00,12.75,12901.0,United Kingdom
558723,84865,damaged,-7,2011-01-07 14:28:00,0.0,,United Kingdom
C558726,17003,BROCADE RING PURSE,-1,2011-01-07 14:32:00,57.6,16422.0,United Kingdom
C558727,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2011-01-07 14:35:00,1.65,12709.0,Germany
C558727,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-07 14:35:00,10.95,12709.0,Germany
C558727,21658,GLASS  BEURRE DISH,-2,2011-01-07 14:35:00,3.39,12709.0,Germany
C558727,22605,WOODEN CROQUET GARDEN SET,-1,2011-01-07 14:35:00,10.95,12709.0,Germany
C558727,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-01-07 14:35:00,2.55,12709.0,Germany
C558727,23168,CLASSIC CAFE SUGAR DISPENSER,-1,2011-01-07 14:35:00,1.25,12709.0,Germany
558730,22060,damaged,-1,2011-01-07 14:51:00,0.0,,United Kingdom
C558733,22990,COTTON APRON PANTRY DESIGN,-3,2011-01-07 15:06:00,4.95,16498.0,United Kingdom
C558735,22424,ENAMEL BREAD BIN CREAM,-1,2011-01-07 15:09:00,12.75,16700.0,United Kingdom
C558736,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-01-07 15:14:00,7.95,18075.0,United Kingdom
C558736,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-01-07 15:14:00,3.29,18075.0,United Kingdom
C558736,21471,STRAWBERRY RAFFIA FOOD COVER,-1,2011-01-07 15:14:00,3.75,18075.0,United Kingdom
C558739,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-12,2011-01-07 15:35:00,0.85,16570.0,United Kingdom
C558739,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-20,2011-01-07 15:35:00,0.65,16570.0,United Kingdom
C558745,20712,JUMBO BAG WOODLAND ANIMALS,-1,2011-01-07 17:02:00,2.08,14415.0,United Kingdom
C558745,22377,BOTTLE BAG RETROSPOT,-8,2011-01-07 17:02:00,2.1,14415.0,United Kingdom
C558745,20723,STRAWBERRY CHARLOTTE BAG,-9,2011-01-07 17:02:00,0.85,14415.0,United Kingdom
C558745,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-1,2011-01-07 17:02:00,1.65,14415.0,United Kingdom
C558745,21314,SMALL GLASS HEART TRINKET POT,-1,2011-01-07 17:02:00,2.1,14415.0,United Kingdom
C558745,21733,RED HANGING HEART T-LIGHT HOLDER,-1,2011-01-07 17:02:00,2.95,14415.0,United Kingdom
C558745,21844,RED RETROSPOT MUG,-1,2011-01-07 17:02:00,2.95,14415.0,United Kingdom
C558745,23182,TOILET SIGN OCCUPIED OR VACANT,-1,2011-01-07 17:02:00,0.83,14415.0,United Kingdom
C558753,37500,TEA TIME TEAPOT IN GIFT BOX,-1,2011-03-07 11:54:00,4.95,15033.0,United Kingdom
C558753,21359,RELAX LARGE WOOD LETTERS,-1,2011-03-07 11:54:00,3.95,15033.0,United Kingdom
C558753,21364,PEACE SMALL WOOD LETTERS,-1,2011-03-07 11:54:00,6.75,15033.0,United Kingdom
C558764,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-8,2011-03-07 13:08:00,4.95,15023.0,United Kingdom
C558859,22781,GUMBALL MAGAZINE RACK,-1,2011-04-07 12:17:00,7.65,17841.0,United Kingdom
C558882,23089,GLASS BON BON JAR,-5,2011-04-07 14:47:00,1.65,13767.0,United Kingdom
C558882,21314,SMALL GLASS HEART TRINKET POT,-3,2011-04-07 14:47:00,2.1,13767.0,United Kingdom
C558883,23108,SET OF 10 LED DOLLY LIGHTS,-4,2011-04-07 14:51:00,6.25,17063.0,United Kingdom
C558884,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,2011-04-07 14:53:00,8.5,13763.0,United Kingdom
C558897,M,Manual,-1,2011-04-07 15:55:00,389.68,12619.0,Germany
C558898,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-04-07 15:59:00,2.95,14952.0,United Kingdom
C558898,22667,RECIPE BOX RETROSPOT,-1,2011-04-07 15:59:00,2.95,14952.0,United Kingdom
C558898,22637,PIGGY BANK RETROSPOT,-8,2011-04-07 15:59:00,2.55,14952.0,United Kingdom
C558899,22927,GREEN GIANT GARDEN THERMOMETER,-1,2011-04-07 16:00:00,5.95,14338.0,United Kingdom
C558901,22456,NATURAL SLATE CHALKBOARD LARGE,-1,2011-04-07 16:07:00,4.95,18171.0,United Kingdom
C558903,22492,MINI PAINT SET VINTAGE,-1,2011-04-07 16:09:00,0.65,13115.0,United Kingdom
C558905,POST,POSTAGE,-1,2011-04-07 16:27:00,4.9,13826.0,United Kingdom
C558905,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,-1,2011-04-07 16:27:00,9.95,13826.0,United Kingdom
C558969,22727,ALARM CLOCK BAKELIKE RED,-1,2011-05-07 11:01:00,3.75,16729.0,United Kingdom
C558969,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-05-07 11:01:00,3.75,16729.0,United Kingdom
C558969,M,Manual,-2,2011-05-07 11:01:00,3.52,16729.0,United Kingdom
C559003,22801,ANTIQUE GLASS PEDESTAL BOWL,-6,2011-05-07 12:19:00,3.75,13089.0,United Kingdom
C559007,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-11,2011-05-07 12:42:00,2.08,13534.0,United Kingdom
C559007,23110,PARISIENNE KEY CABINET,-2,2011-05-07 12:42:00,5.75,13534.0,United Kingdom
C559008,22570,FELTCRAFT CUSHION RABBIT,-1,2011-05-07 12:44:00,3.75,15518.0,United Kingdom
C559008,22568,FELTCRAFT CUSHION OWL,-1,2011-05-07 12:44:00,3.75,15518.0,United Kingdom
C559012,22900,SET 2 TEA TOWELS I LOVE LONDON,-6,2011-05-07 12:50:00,3.25,17017.0,United Kingdom
C559012,23122,PARTY CHARMS 50 PIECES,-1,2011-05-07 12:50:00,0.83,17017.0,United Kingdom
C559012,22971,QUEENS GUARD COFFEE MUG,-3,2011-05-07 12:50:00,2.55,17017.0,United Kingdom
C559019,21810,CHRISTMAS HANGING STAR WITH BELL,-48,2011-05-07 13:10:00,1.25,14034.0,United Kingdom
C559019,23212,HEART WREATH DECORATION WITH BELL,-36,2011-05-07 13:10:00,1.25,14034.0,United Kingdom
C559019,21824,PAINTED METAL STAR WITH HOLLY BELLS,-24,2011-05-07 13:10:00,1.45,14034.0,United Kingdom
C559022,22465,HANGING METAL STAR LANTERN,-3,2011-05-07 13:18:00,1.65,13021.0,United Kingdom
C559030,84857C,PINK MONTE CARLO HANDBAG,-1,2011-05-07 14:51:00,1.95,16571.0,United Kingdom
C559030,84510A,SET OF 4 ENGLISH ROSE COASTERS,-1,2011-05-07 14:51:00,1.25,16571.0,United Kingdom
C559030,23240,SET OF 4 KNICK KNACK TINS DOILEY,-2,2011-05-07 14:51:00,4.15,16571.0,United Kingdom
C559030,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-1,2011-05-07 14:51:00,4.95,16571.0,United Kingdom
C559030,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-2,2011-05-07 14:51:00,1.45,16571.0,United Kingdom
C559030,21915,RED  HARMONICA IN BOX,-1,2011-05-07 14:51:00,1.25,16571.0,United Kingdom
C559030,21868,POTTING SHED TEA MUG,-2,2011-05-07 14:51:00,1.25,16571.0,United Kingdom
C559030,21794,CLASSIC FRENCH STYLE BASKET NATURAL,-2,2011-05-07 14:51:00,3.95,16571.0,United Kingdom
C559030,20984,12 PENCILS TALL TUBE POSY,-24,2011-05-07 14:51:00,0.29,16571.0,United Kingdom
C559031,82580,BATHROOM METAL SIGN,-250,2011-05-07 14:53:00,0.42,15985.0,United Kingdom
C559033,22760,"TRAY, BREAKFAST IN BED",-1,2011-05-07 14:54:00,10.95,17389.0,United Kingdom
C559049,23079,TOADSTOOL BEDSIDE LIGHT,-2,2011-05-07 15:50:00,8.95,12494.0,France
C559059,23444,Next Day Carriage,-1,2011-06-07 10:00:00,15.0,13338.0,United Kingdom
C559079,21927,BLUE/CREAM STRIPE CUSHION COVER,-1,2011-06-07 10:44:00,1.25,17841.0,United Kingdom
C559079,46000M,POLYESTER FILLER PAD 45x45cm,-1,2011-06-07 10:44:00,1.55,17841.0,United Kingdom
C559079,46138B,BLUE CHENILLE SHAGGY CUSHION COVER,-3,2011-06-07 10:44:00,0.85,17841.0,United Kingdom
C559079,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-06-07 10:44:00,0.83,17841.0,United Kingdom
C559079,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,-1,2011-06-07 10:44:00,3.75,17841.0,United Kingdom
C559105,23202,JUMBO BAG VINTAGE LEAF,-1,2011-06-07 11:10:00,2.08,16393.0,United Kingdom
C559105,20726,LUNCH BAG WOODLAND,-1,2011-06-07 11:10:00,1.65,16393.0,United Kingdom
C559105,20728,LUNCH BAG CARS BLUE,-1,2011-06-07 11:10:00,1.65,16393.0,United Kingdom
C559105,22138,BAKING SET 9 PIECE RETROSPOT,-3,2011-06-07 11:10:00,4.95,16393.0,United Kingdom
C559136,22139,RETROSPOT TEA SET CERAMIC 11 PC,-1,2011-06-07 13:21:00,4.25,17511.0,United Kingdom
C559136,37340,MULTICOLOUR SPRING FLOWER MUG,-1,2011-06-07 13:21:00,0.39,17511.0,United Kingdom
C559136,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-5,2011-06-07 13:21:00,0.64,17511.0,United Kingdom
C559136,23108,SET OF 10 LED DOLLY LIGHTS,-1,2011-06-07 13:21:00,5.39,17511.0,United Kingdom
C559136,22197,POPCORN HOLDER,-2,2011-06-07 13:21:00,0.72,17511.0,United Kingdom
C559136,23288,GREEN VINTAGE SPOT BEAKER,-1,2011-06-07 13:21:00,0.72,17511.0,United Kingdom
C559136,21788,KIDS RAIN MAC BLUE,-1,2011-06-07 13:21:00,0.65,17511.0,United Kingdom
C559136,22383,LUNCH BAG SUKI DESIGN,-1,2011-06-07 13:21:00,1.45,17511.0,United Kingdom
C559140,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-06-07 13:42:00,1.45,13420.0,United Kingdom
C559149,21936,RED RETROSPOT PICNIC BAG,-5,2011-06-07 14:47:00,2.95,17469.0,United Kingdom
C559149,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-06-07 14:47:00,3.29,17469.0,United Kingdom
C559175,22960,JAM MAKING SET WITH JARS,-11,2011-07-07 10:17:00,4.25,12507.0,Spain
C559189,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,2011-07-07 10:25:00,0.59,12626.0,Germany
C559189,22028,PENNY FARTHING BIRTHDAY CARD,-12,2011-07-07 10:25:00,0.42,12626.0,Germany
C559193,22659,LUNCH BOX I LOVE LONDON,-1,2011-07-07 10:26:00,1.95,12379.0,Belgium
C559252,84078A,SET/4 WHITE RETRO STORAGE CUBES,-4,2011-07-07 11:42:00,34.95,12980.0,United Kingdom
C559253,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,2011-07-07 11:44:00,4.15,12472.0,Germany
C559253,23236,DOILEY STORAGE TIN,-1,2011-07-07 11:44:00,2.89,12472.0,Germany
C559253,22556,PLASTERS IN TIN CIRCUS PARADE,-1,2011-07-07 11:44:00,1.65,12472.0,Germany
C559253,22467,GUMBALL COAT RACK,-2,2011-07-07 11:44:00,2.55,12472.0,Germany
C559253,22430,ENAMEL WATERING CAN CREAM,-1,2011-07-07 11:44:00,4.95,12472.0,Germany
C559253,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2011-07-07 11:44:00,1.65,12472.0,Germany
C559253,22326,ROUND SNACK BOXES SET OF4 WOODLAND,-1,2011-07-07 11:44:00,2.95,12472.0,Germany
C559253,21671,RED SPOT CERAMIC DRAWER KNOB,-2,2011-07-07 11:44:00,1.25,12472.0,Germany
C559253,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,2011-07-07 11:44:00,1.25,12472.0,Germany
C559294,23242,TREASURE TIN BUFFALO BILL,-20,2011-07-07 12:29:00,2.08,17861.0,United Kingdom
C559303,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-07-07 12:49:00,1.95,13510.0,United Kingdom
C559303,23168,CLASSIC CAFE SUGAR DISPENSER,-2,2011-07-07 12:49:00,1.25,13510.0,United Kingdom
C559309,22727,ALARM CLOCK BAKELIKE RED,-4,2011-07-07 13:18:00,3.75,17719.0,United Kingdom
559314,84584,?,-50,2011-07-07 13:51:00,0.0,,United Kingdom
C559334,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,2011-07-07 15:50:00,2.95,16581.0,United Kingdom
C559334,20898,VINTAGE NOTEBOOK TRAVELOGUE,-6,2011-07-07 15:50:00,2.95,16581.0,United Kingdom
C559344,22606,WOODEN SKITTLES GARDEN SET,-1,2011-07-07 17:09:00,15.95,17837.0,United Kingdom
C559345,21439,BASKET OF TOADSTOOLS,-408,2011-07-07 17:16:00,1.06,13984.0,United Kingdom
C559347,M,Manual,-1,2011-07-07 17:22:00,2.88,18072.0,United Kingdom
C559347,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-24,2011-07-07 17:22:00,1.95,18072.0,United Kingdom
C559347,85032C,CURIOUS IMAGES GIFT WRAP SET,-12,2011-07-07 17:22:00,0.65,18072.0,United Kingdom
C559347,85032D,YULETIDE IMAGES GIFT WRAP SET,-12,2011-07-07 17:22:00,0.65,18072.0,United Kingdom
C559347,35965,FOLKART HEART NAPKIN RINGS,-24,2011-07-07 17:22:00,0.79,18072.0,United Kingdom
C559347,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom
C559347,22209,WOOD STAMP SET HAPPY BIRTHDAY,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom
C559347,22208,WOOD STAMP SET THANK YOU,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom
C559347,22161,HEART DECORATION RUSTIC HANGING,-24,2011-07-07 17:22:00,0.19,18072.0,United Kingdom
C559347,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-24,2011-07-07 17:22:00,1.25,18072.0,United Kingdom
C559347,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom
C559347,21671,RED SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom
C559347,21670,BLUE SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom
C559347,21373,MIRRORED WALL ART SNOWFLAKES,-12,2011-07-07 17:22:00,0.75,18072.0,United Kingdom
C559347,20840,FRENCH FLORAL CUSHION COVER,-12,2011-07-07 17:22:00,0.85,18072.0,United Kingdom
C559347,20838,FRENCH LATTICE CUSHION COVER,-12,2011-07-07 17:22:00,0.85,18072.0,United Kingdom
C559347,20836,FRENCH PAISLEY CUSHION COVER,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom
